model,concepts,n_runs,test_loss_mean,test_loss_std,test_loss_stderr,test_accuracy_mean,test_accuracy_std,test_accuracy_stderr,test_auc_mean,test_auc_std,test_auc_stderr
lstm_dkt,2,20,0.41426832907199856,0.008983635262444868,0.0020088019131890887,0.8044801020408163,0.00504174627875684,0.0011273687404606898,0.8725453102019685,0.0032740862866271012,0.0007321079501098059
lstm_dkt,5,20,0.503637044596672,0.0063694933332575435,0.0014242620075395587,0.7507826530612245,0.004323845887942311,0.0009668413329671945,0.8234187915094132,0.0032171022670533017,0.0007193659359699864
