model,concepts,version,label,best_epoch,best_train_loss,best_train_accuracy,best_train_auc,best_val_loss,best_val_accuracy,best_val_auc,test_loss,test_accuracy,test_auc,include_delta_t,irregular_timestamps,irregular_window_time,time_steps_path,input_dim,save_dir
lstm_dkt,2,0,c2_v00_delta_t_irregular_epochs-300_lr-0.001_hidden-64_layers-1,49,0.39918086647987366,0.8135331632653061,0.8783544670439849,0.41327728271484376,0.8028061224489796,0.8699422243620606,0.4079778048992157,0.8091020408163265,0.8740150825454109,True,True,48.0,Experiments/shared_synthetic_kt_irregular_times_q50_window-48p0_seed-32.pt,101,/home/atiwari/Annealing_Experiment/SyntheticDKTResults/LSTM_Results_Irregular_48/c2_v00_delta_t_irregular_epochs-300_lr-0.001_hidden-64_layers-1
lstm_dkt,2,1,c2_v01_delta_t_irregular_epochs-300_lr-0.001_hidden-64_layers-1,33,0.39407322645187376,0.8163647959183673,0.883520147619359,0.40023231267929077,0.8118367346938775,0.8760639501496754,0.40837847924232484,0.8076326530612244,0.8745651000014605,True,True,48.0,Experiments/shared_synthetic_kt_irregular_times_q50_window-48p0_seed-32.pt,101,/home/atiwari/Annealing_Experiment/SyntheticDKTResults/LSTM_Results_Irregular_48/c2_v01_delta_t_irregular_epochs-300_lr-0.001_hidden-64_layers-1
lstm_dkt,2,2,c2_v02_delta_t_irregular_epochs-300_lr-0.001_hidden-64_layers-1,48,0.416813428401947,0.8025510204081633,0.8747019059872372,0.4122648131847382,0.808265306122449,0.8762479709460207,0.42354861068725586,0.799795918367347,0.8683698857047198,True,True,48.0,Experiments/shared_synthetic_kt_irregular_times_q50_window-48p0_seed-32.pt,101,/home/atiwari/Annealing_Experiment/SyntheticDKTResults/LSTM_Results_Irregular_48/c2_v02_delta_t_irregular_epochs-300_lr-0.001_hidden-64_layers-1
lstm_dkt,2,3,c2_v03_delta_t_irregular_epochs-300_lr-0.001_hidden-64_layers-1,31,0.40781973481178285,0.8132525510204082,0.8734127613648316,0.4058070135116577,0.8140816326530612,0.8713277004565501,0.4087751121520996,0.8124081632653061,0.870580592689867,True,True,48.0,Experiments/shared_synthetic_kt_irregular_times_q50_window-48p0_seed-32.pt,101,/home/atiwari/Annealing_Experiment/SyntheticDKTResults/LSTM_Results_Irregular_48/c2_v03_delta_t_irregular_epochs-300_lr-0.001_hidden-64_layers-1
lstm_dkt,2,4,c2_v04_delta_t_irregular_epochs-300_lr-0.001_hidden-64_layers-1,44,0.39794085144996644,0.8131632653061225,0.8817016898319792,0.40922308683395386,0.806734693877551,0.8782960079853691,0.4093868541717529,0.8059591836734694,0.8749895581566997,True,True,48.0,Experiments/shared_synthetic_kt_irregular_times_q50_window-48p0_seed-32.pt,101,/home/atiwari/Annealing_Experiment/SyntheticDKTResults/LSTM_Results_Irregular_48/c2_v04_delta_t_irregular_epochs-300_lr-0.001_hidden-64_layers-1
lstm_dkt,2,5,c2_v05_delta_t_irregular_epochs-300_lr-0.001_hidden-64_layers-1,38,0.3982201683521271,0.8131122448979592,0.8796732850409571,0.3940484142303467,0.8121938775510205,0.8789747248569978,0.40231432247161864,0.8103061224489796,0.8749101743127192,True,True,48.0,Experiments/shared_synthetic_kt_irregular_times_q50_window-48p0_seed-32.pt,101,/home/atiwari/Annealing_Experiment/SyntheticDKTResults/LSTM_Results_Irregular_48/c2_v05_delta_t_irregular_epochs-300_lr-0.001_hidden-64_layers-1
lstm_dkt,2,6,c2_v06_delta_t_irregular_epochs-300_lr-0.001_hidden-64_layers-1,21,0.4174968409538269,0.8029209183673469,0.8736256070376277,0.4373848497867584,0.788826530612245,0.861508869587756,0.4321028096675873,0.7938061224489796,0.8665899707262344,True,True,48.0,Experiments/shared_synthetic_kt_irregular_times_q50_window-48p0_seed-32.pt,101,/home/atiwari/Annealing_Experiment/SyntheticDKTResults/LSTM_Results_Irregular_48/c2_v06_delta_t_irregular_epochs-300_lr-0.001_hidden-64_layers-1
lstm_dkt,2,7,c2_v07_delta_t_irregular_epochs-300_lr-0.001_hidden-64_layers-1,29,0.4143263459205627,0.8070408163265306,0.8766004326359453,0.42250118374824525,0.8057142857142857,0.872410833738694,0.4216457693576813,0.8044285714285714,0.8703756011577672,True,True,48.0,Experiments/shared_synthetic_kt_irregular_times_q50_window-48p0_seed-32.pt,101,/home/atiwari/Annealing_Experiment/SyntheticDKTResults/LSTM_Results_Irregular_48/c2_v07_delta_t_irregular_epochs-300_lr-0.001_hidden-64_layers-1
lstm_dkt,2,8,c2_v08_delta_t_irregular_epochs-300_lr-0.001_hidden-64_layers-1,21,0.4147521710395813,0.8028188775510204,0.8744876229681587,0.40578035354614256,0.8096428571428571,0.8776931815232484,0.41507115578651427,0.802438775510204,0.8720374476637189,True,True,48.0,Experiments/shared_synthetic_kt_irregular_times_q50_window-48p0_seed-32.pt,101,/home/atiwari/Annealing_Experiment/SyntheticDKTResults/LSTM_Results_Irregular_48/c2_v08_delta_t_irregular_epochs-300_lr-0.001_hidden-64_layers-1
lstm_dkt,2,9,c2_v09_delta_t_irregular_epochs-300_lr-0.001_hidden-64_layers-1,23,0.39742979407310486,0.8125255102040816,0.8818515410131118,0.4153105568885803,0.8001530612244898,0.8721045750210612,0.4080476179122925,0.8070408163265306,0.8759465901679739,True,True,48.0,Experiments/shared_synthetic_kt_irregular_times_q50_window-48p0_seed-32.pt,101,/home/atiwari/Annealing_Experiment/SyntheticDKTResults/LSTM_Results_Irregular_48/c2_v09_delta_t_irregular_epochs-300_lr-0.001_hidden-64_layers-1
