iter,loss,elbo,kl,weighted_kl,kl_weight
1,46361.328125,-46361.328125,0.3941752314567566,0.0,0
2,41613.07421875,-41613.07421875,0.4904569089412689,0.0,0
3,39142.64453125,-39142.64453125,0.8539153933525085,0.0,0
4,33758.74609375,-33758.74609375,1.4529558420181274,0.0,0
5,28159.177734375,-28159.177734375,2.294750690460205,0.0,0
6,23841.59765625,-23841.59765625,3.461577892303467,0.0,0
7,20233.908203125,-20233.908203125,4.92425537109375,0.0,0
8,18770.0,-18770.0,6.686481952667236,0.0,0
9,17853.248046875,-17853.248046875,8.642723083496094,0.0,0
10,16852.23046875,-16852.23046875,10.740701675415039,0.0,0
11,15603.3369140625,-15603.3369140625,12.947822570800781,0.0,0
12,15154.5927734375,-15154.5927734375,15.204686164855957,0.0,0
13,14825.8857421875,-14825.8857421875,17.392230987548828,0.0,0
14,14247.38671875,-14247.38671875,19.422786712646484,0.0,0
15,13468.7666015625,-13468.7666015625,21.32963752746582,0.0,0
16,13367.4326171875,-13367.4326171875,23.204660415649414,0.0,0
17,13355.931640625,-13355.931640625,25.09175682067871,0.0,0
18,12999.8115234375,-12999.8115234375,27.013383865356445,0.0,0
19,12567.671875,-12567.671875,28.944087982177734,0.0,0
20,12377.1572265625,-12377.1572265625,30.844955444335938,0.0,0
21,12373.658203125,-12373.658203125,32.61624526977539,0.0,0
22,12297.7861328125,-12297.7861328125,34.155948638916016,0.0,0
23,12223.5224609375,-12223.5224609375,35.49432373046875,0.0,0
24,12309.73046875,-12309.73046875,36.745914459228516,0.0,0
25,12251.228515625,-12251.228515625,37.893699645996094,0.0,0
26,12167.8046875,-12167.8046875,38.925018310546875,0.0,0
27,12075.880859375,-12075.880859375,39.81513214111328,0.0,0
28,11984.734375,-11984.734375,40.54010772705078,0.0,0
29,11894.5966796875,-11894.5966796875,41.17118453979492,0.0,0
30,11867.2109375,-11867.2109375,41.773128509521484,0.0,0
31,11859.4189453125,-11859.4189453125,42.38689422607422,0.0,0
32,11765.3828125,-11765.3828125,43.02914047241211,0.0,0
33,11796.5419921875,-11796.5419921875,43.680328369140625,0.0,0
34,11746.9873046875,-11746.9873046875,44.29243087768555,0.0,0
35,11617.2861328125,-11617.2861328125,44.84548568725586,0.0,0
36,11556.82421875,-11556.82421875,45.36476516723633,0.0,0
37,11545.67578125,-11545.67578125,45.837589263916016,0.0,0
38,11457.7265625,-11457.7265625,46.26277542114258,0.0,0
39,11360.8603515625,-11360.8603515625,46.66443634033203,0.0,0
40,11361.03515625,-11361.03515625,47.0693473815918,0.0,0
41,11374.15625,-11374.15625,47.45112609863281,0.0,0
42,11220.3046875,-11220.3046875,47.83373260498047,0.0,0
43,11189.921875,-11189.921875,48.223388671875,0.0,0
44,11101.8671875,-11101.8671875,48.61664962768555,0.0,0
45,11060.67578125,-11060.67578125,49.02964782714844,0.0,0
46,10998.2109375,-10998.2109375,49.42044448852539,0.0,0
47,10936.4970703125,-10936.4970703125,49.77646255493164,0.0,0
48,10809.1396484375,-10809.1396484375,50.154666900634766,0.0,0
