model,concepts,n_runs,best_val_loss_mean,best_val_loss_std,best_val_loss_stderr,best_val_auc_mean,best_val_auc_std,best_val_auc_stderr,test_loss_mean,test_loss_std,test_loss_stderr,test_accuracy_mean,test_accuracy_std,test_accuracy_stderr,test_auc_mean,test_auc_std,test_auc_stderr
ode_rnn_dkt,2,20,0.4170220887064934,0.010591674067219791,0.002368370320982513,0.8715481639807303,0.005032867518470025,0.0011253833893049652,0.41665844119787215,0.008911256931416964,0.0019926176263614513,0.8031795918367346,0.00499649409079253,0.0011172500436188104,0.8710244226548735,0.003306445513316136,0.0007393436931674066
ode_rnn_dkt,5,20,0.5066674612760543,0.008454605285669225,0.0018905072141685414,0.8208444741881902,0.005255739875118169,0.001175219163282048,0.5076167674183847,0.006112960541380468,0.0013668995314300642,0.7481846938775509,0.004207156723166572,0.0009407488424995719,0.8202109101749967,0.0032700917828604424,0.0007312147519139431
