epoch,train_loss,train_accuracy,train_auc,val_loss,val_accuracy,val_auc
1,0.656027455329895,0.6447831632653062,0.5746609813663819,0.6042767691612244,0.6890306122448979,0.6406198929254534
2,0.5904097056388855,0.6947831632653061,0.6628825865774102,0.5909741163253784,0.6924489795918367,0.6740352748003322
3,0.5842763495445251,0.6975255102040816,0.6764739655954904,0.5853064155578613,0.6890306122448979,0.6850423326827804
4,0.5647958898544312,0.6995153061224489,0.7149592871384919,0.5403751277923584,0.7001020408163265,0.7617581820535888
5,0.5301285743713379,0.719515306122449,0.7665390725012373,0.5161876916885376,0.7388775510204082,0.7872945478290772
6,0.5074795520305634,0.7447704081632653,0.7896256558780194,0.4933132982254028,0.7520918367346939,0.806409494410969
7,0.4897609829902649,0.7559821428571428,0.8049253461360784,0.48169771671295164,0.7546938775510204,0.8169242042988706
8,0.47966118812561037,0.7586734693877552,0.8163649460789245,0.46826622128486634,0.7606122448979592,0.8317245713556674
9,0.46564568161964415,0.7644770408163265,0.8320178352038534,0.45262620091438294,0.7715306122448979,0.8486595891755744
10,0.4457818293571472,0.7837372448979592,0.8503260578735543,0.43396637558937073,0.79,0.8612515898133913
11,0.42885422587394717,0.7966581632653061,0.8620885714840696,0.4265524995326996,0.7954081632653062,0.8664527196496017
12,0.42005613446235657,0.8007525510204082,0.8676203892163206,0.4187359046936035,0.7992857142857143,0.8699585608188267
13,0.4146354103088379,0.8041709183673469,0.8711306558325091,0.415553023815155,0.8018367346938775,0.8717502809836755
14,0.41199543118476867,0.805140306122449,0.8727753129573511,0.4154962635040283,0.8006122448979592,0.87188242653757
15,0.410553457736969,0.8053443877551021,0.873557148077717,0.41500508308410644,0.8020918367346939,0.8721353035701856
16,0.4105705285072327,0.804923469387755,0.8734401699630767,0.414985249042511,0.8014795918367347,0.872229222907537
17,0.4083578097820282,0.8062244897959183,0.8748553559259808,0.4136837708950043,0.8026530612244898,0.8727823119877793
18,0.4085187566280365,0.8058545918367347,0.874731575670401,0.4130378484725952,0.802704081632653,0.8729981981957272
19,0.4084484803676605,0.8062627551020408,0.874737882493533,0.41433444499969485,0.8012244897959183,0.8727840734556206
