model,concepts,n_runs,test_loss_mean,test_loss_std,test_loss_stderr,test_accuracy_mean,test_accuracy_std,test_accuracy_stderr,test_auc_mean,test_auc_std,test_auc_stderr
lstm_dkt,2,20,0.41420659848451613,0.009076264695373697,0.0020295144840637006,0.8043525510204083,0.005163036547706231,0.0011544900690986968,0.8725508594195445,0.0033454816599719026,0.0007480724409176011
lstm_dkt,5,20,0.5035779170036316,0.006715591626100783,0.00150165193850897,0.7508775510204082,0.004244527425371605,0.0009491051855493074,0.8234884800820923,0.0035088906933732162,0.0007846118115998882
