model,concepts,n_runs,best_val_loss_mean,best_val_loss_std,best_val_loss_stderr,best_val_auc_mean,best_val_auc_std,best_val_auc_stderr,test_loss_mean,test_loss_std,test_loss_stderr,test_accuracy_mean,test_accuracy_std,test_accuracy_stderr,test_auc_mean,test_auc_std,test_auc_stderr
ode_rnn_dkt,2,20,0.4169599568843842,0.010545784465643294,0.00235810909412397,0.8714995348148689,0.005013970779901946,0.0011211579501058389,0.41644859646558763,0.008778413074884944,0.0019629128370015686,0.803191836734694,0.005008783140332332,0.0011199979586337962,0.8710608647529593,0.0033492004454951244,0.0007489039866399677
ode_rnn_dkt,5,20,0.5081858734488486,0.008981884813064186,0.002008410500808451,0.8196424688396485,0.005873158001995981,0.0013132780535059859,0.5088346228957176,0.006133219887403775,0.0013714296589188446,0.7474714285714286,0.004305545392278412,0.0009627492177345527,0.8193038129979625,0.00369384810119781,0.0008259695452836825
