model,concepts,n_runs,best_val_loss_mean,best_val_loss_std,best_val_loss_stderr,best_val_auc_mean,best_val_auc_std,best_val_auc_stderr,test_loss_mean,test_loss_std,test_loss_stderr,test_accuracy_mean,test_accuracy_std,test_accuracy_stderr,test_auc_mean,test_auc_std,test_auc_stderr
ode_rnn_dkt,2,20,0.4180595669746398,0.010108744882372444,0.00226038407241879,0.8708045714686852,0.00507112894590791,0.0011339389045716942,0.41777693536281585,0.008708391741572728,0.00194725559088544,0.8022836734693877,0.004654955377935816,0.001040879665729271,0.8701531238916929,0.0035607903596243154,0.0007962169297745891
ode_rnn_dkt,5,20,0.5114875864386559,0.009482558977888342,0.002120364647520926,0.8167746870010184,0.006210408812654775,0.0013886896273159833,0.5122014438033105,0.0074663801211006285,0.0016695333496634117,0.7446622448979592,0.0051274361530651395,0.0011465295788543669,0.8164473290939943,0.004416894089651282,0.0009876475433877316
