model,concepts,version,label,best_epoch,epochs_completed,best_train_loss,best_train_accuracy,best_train_auc,best_val_loss,best_val_accuracy,best_val_auc,test_loss,test_accuracy,test_auc,save_dir
ode_rnn_dkt,2,10,c2_v10_irregular_epochs-1500_lr-0.001_latent-64_ode-64_gru-64,36,51,0.4119622051715851,0.8033801020408163,0.8752981878614816,0.4217988014221191,0.7944897959183673,0.8694585860957672,0.4214411644935608,0.7979081632653061,0.8697448286088927,/home/atiwari/Annealing_Experiment/SyntheticDKTResults/ODE_RNN_Results_Irregular_96/c2_v10_irregular_epochs-1500_lr-0.001_latent-64_ode-64_gru-64
ode_rnn_dkt,2,11,c2_v11_irregular_epochs-1500_lr-0.001_latent-64_ode-64_gru-64,37,52,0.41897900342941286,0.8025510204081633,0.8743091069831996,0.4139717376232147,0.8045408163265306,0.8714297990585452,0.41460958957672117,0.8032755102040816,0.8715884128555992,/home/atiwari/Annealing_Experiment/SyntheticDKTResults/ODE_RNN_Results_Irregular_96/c2_v11_irregular_epochs-1500_lr-0.001_latent-64_ode-64_gru-64
ode_rnn_dkt,2,12,c2_v12_irregular_epochs-1500_lr-0.001_latent-64_ode-64_gru-64,52,67,0.4144301426410675,0.8034311224489796,0.8779644125758661,0.4222042679786682,0.8001530612244898,0.874797664540196,0.42295825099945067,0.7990510204081632,0.87208513952661,/home/atiwari/Annealing_Experiment/SyntheticDKTResults/ODE_RNN_Results_Irregular_96/c2_v12_irregular_epochs-1500_lr-0.001_latent-64_ode-64_gru-64
ode_rnn_dkt,2,13,c2_v13_irregular_epochs-1500_lr-0.001_latent-64_ode-64_gru-64,46,61,0.4117524755001068,0.8064285714285714,0.8752281367697438,0.4273304176330566,0.7971428571428572,0.871351721201759,0.4228361148834229,0.8000612244897959,0.8675609179383019,/home/atiwari/Annealing_Experiment/SyntheticDKTResults/ODE_RNN_Results_Irregular_96/c2_v13_irregular_epochs-1500_lr-0.001_latent-64_ode-64_gru-64
ode_rnn_dkt,2,14,c2_v14_irregular_epochs-1500_lr-0.001_latent-64_ode-64_gru-64,47,62,0.41751646280288696,0.8020280612244898,0.8749416490277068,0.4233692491054535,0.7976530612244898,0.8698087741575327,0.42950212478637695,0.794795918367347,0.8672998895943257,/home/atiwari/Annealing_Experiment/SyntheticDKTResults/ODE_RNN_Results_Irregular_96/c2_v14_irregular_epochs-1500_lr-0.001_latent-64_ode-64_gru-64
ode_rnn_dkt,2,15,c2_v15_irregular_epochs-1500_lr-0.001_latent-64_ode-64_gru-64,45,60,0.4182929015159607,0.8021938775510205,0.873483013463154,0.43281009316444397,0.7947448979591837,0.8636246476381534,0.4235511274337769,0.800704081632653,0.8677613358011895,/home/atiwari/Annealing_Experiment/SyntheticDKTResults/ODE_RNN_Results_Irregular_96/c2_v15_irregular_epochs-1500_lr-0.001_latent-64_ode-64_gru-64
ode_rnn_dkt,2,16,c2_v16_irregular_epochs-1500_lr-0.001_latent-64_ode-64_gru-64,58,73,0.4089508259296417,0.8039158163265306,0.8749481024062821,0.41686800718307493,0.7995918367346939,0.8748926226974404,0.415613552570343,0.8005918367346939,0.8706768420780693,/home/atiwari/Annealing_Experiment/SyntheticDKTResults/ODE_RNN_Results_Irregular_96/c2_v16_irregular_epochs-1500_lr-0.001_latent-64_ode-64_gru-64
ode_rnn_dkt,2,17,c2_v17_irregular_epochs-1500_lr-0.001_latent-64_ode-64_gru-64,41,56,0.41480509638786317,0.8067729591836734,0.8721839872100016,0.42698641538619997,0.8001020408163265,0.8623742196727405,0.4225790994167328,0.8033061224489796,0.8677077721813826,/home/atiwari/Annealing_Experiment/SyntheticDKTResults/ODE_RNN_Results_Irregular_96/c2_v17_irregular_epochs-1500_lr-0.001_latent-64_ode-64_gru-64
ode_rnn_dkt,2,18,c2_v18_irregular_epochs-1500_lr-0.001_latent-64_ode-64_gru-64,49,64,0.4047265934944153,0.8073852040816326,0.8771899818121909,0.41575043082237245,0.8002040816326531,0.8714576290614483,0.405021853685379,0.8078469387755102,0.8759717285817263,/home/atiwari/Annealing_Experiment/SyntheticDKTResults/ODE_RNN_Results_Irregular_96/c2_v18_irregular_epochs-1500_lr-0.001_latent-64_ode-64_gru-64
ode_rnn_dkt,2,19,c2_v19_irregular_epochs-1500_lr-0.001_latent-64_ode-64_gru-64,53,68,0.4006852316856384,0.8118494897959184,0.8776359906828266,0.40655976176261904,0.8091326530612245,0.8764242373605846,0.40277618932723996,0.8096530612244898,0.8757029810382173,/home/atiwari/Annealing_Experiment/SyntheticDKTResults/ODE_RNN_Results_Irregular_96/c2_v19_irregular_epochs-1500_lr-0.001_latent-64_ode-64_gru-64
ode_rnn_dkt,5,0,c5_v00_irregular_epochs-1500_lr-0.001_latent-64_ode-64_gru-64,28,43,0.4938298714160919,0.752295918367347,0.8269803253743835,0.5016699361801148,0.7467857142857143,0.819635047489254,0.49978449177742007,0.7506632653061225,0.8216483909644885,/home/atiwari/Annealing_Experiment/SyntheticDKTResults/ODE_RNN_Results_Irregular_96/c5_v00_irregular_epochs-1500_lr-0.001_latent-64_ode-64_gru-64
ode_rnn_dkt,5,1,c5_v01_irregular_epochs-1500_lr-0.001_latent-64_ode-64_gru-64,59,74,0.4865225946903229,0.7558545918367346,0.8341549505426025,0.4915224540233612,0.7517857142857143,0.8275028773770297,0.5064071860313416,0.7433979591836735,0.8180733126548421,/home/atiwari/Annealing_Experiment/SyntheticDKTResults/ODE_RNN_Results_Irregular_96/c5_v01_irregular_epochs-1500_lr-0.001_latent-64_ode-64_gru-64
ode_rnn_dkt,5,2,c5_v02_irregular_epochs-1500_lr-0.001_latent-64_ode-64_gru-64,43,58,0.48899994015693665,0.7549617346938775,0.8350978405757833,0.5080648946762085,0.7427551020408163,0.8209086478592279,0.5026454768180847,0.7473775510204081,0.8249885552102354,/home/atiwari/Annealing_Experiment/SyntheticDKTResults/ODE_RNN_Results_Irregular_96/c5_v02_irregular_epochs-1500_lr-0.001_latent-64_ode-64_gru-64
ode_rnn_dkt,5,3,c5_v03_irregular_epochs-1500_lr-0.001_latent-64_ode-64_gru-64,50,65,0.49142926692962646,0.7575,0.8334132278366195,0.5081734371185302,0.7474489795918368,0.8212928457339328,0.5125209636688233,0.7445204081632653,0.8165168990616121,/home/atiwari/Annealing_Experiment/SyntheticDKTResults/ODE_RNN_Results_Irregular_96/c5_v03_irregular_epochs-1500_lr-0.001_latent-64_ode-64_gru-64
ode_rnn_dkt,5,4,c5_v04_irregular_epochs-1500_lr-0.001_latent-64_ode-64_gru-64,34,49,0.5056066811084747,0.747704081632653,0.8222741741777525,0.5266977262496948,0.7303571428571428,0.806035483604713,0.5160778582096099,0.7386938775510205,0.8148877083390735,/home/atiwari/Annealing_Experiment/SyntheticDKTResults/ODE_RNN_Results_Irregular_96/c5_v04_irregular_epochs-1500_lr-0.001_latent-64_ode-64_gru-64
ode_rnn_dkt,5,5,c5_v05_irregular_epochs-1500_lr-0.001_latent-64_ode-64_gru-64,46,61,0.48571711778640747,0.762079081632653,0.8380566627652583,0.5081161034107208,0.7514285714285714,0.8205252112539688,0.504668975353241,0.7527244897959183,0.823790734439652,/home/atiwari/Annealing_Experiment/SyntheticDKTResults/ODE_RNN_Results_Irregular_96/c5_v05_irregular_epochs-1500_lr-0.001_latent-64_ode-64_gru-64
ode_rnn_dkt,5,6,c5_v06_irregular_epochs-1500_lr-0.001_latent-64_ode-64_gru-64,42,57,0.5038887572288513,0.7514030612244897,0.8251739119692434,0.5218809485435486,0.7394387755102041,0.8104744992202794,0.5180257954597474,0.7425816326530612,0.8139200010082268,/home/atiwari/Annealing_Experiment/SyntheticDKTResults/ODE_RNN_Results_Irregular_96/c5_v06_irregular_epochs-1500_lr-0.001_latent-64_ode-64_gru-64
ode_rnn_dkt,5,7,c5_v07_irregular_epochs-1500_lr-0.001_latent-64_ode-64_gru-64,32,47,0.5015836215019226,0.7491836734693877,0.8220625254521322,0.5173293340206147,0.7401530612244898,0.8108461019654983,0.5202510561943055,0.7353571428571428,0.8089634611819886,/home/atiwari/Annealing_Experiment/SyntheticDKTResults/ODE_RNN_Results_Irregular_96/c5_v07_irregular_epochs-1500_lr-0.001_latent-64_ode-64_gru-64
ode_rnn_dkt,5,8,c5_v08_irregular_epochs-1500_lr-0.001_latent-64_ode-64_gru-64,37,52,0.4949644470214844,0.755829081632653,0.8292781796949869,0.5060159254074097,0.7505612244897959,0.8225676836318674,0.5060667786598205,0.7486530612244898,0.8209459357899567,/home/atiwari/Annealing_Experiment/SyntheticDKTResults/ODE_RNN_Results_Irregular_96/c5_v08_irregular_epochs-1500_lr-0.001_latent-64_ode-64_gru-64
ode_rnn_dkt,5,9,c5_v09_irregular_epochs-1500_lr-0.001_latent-64_ode-64_gru-64,53,68,0.5000735652446747,0.754234693877551,0.8273237481642611,0.5094450402259827,0.7471938775510204,0.8201127917891072,0.5207212815284729,0.7401734693877551,0.8111997177111311,/home/atiwari/Annealing_Experiment/SyntheticDKTResults/ODE_RNN_Results_Irregular_96/c5_v09_irregular_epochs-1500_lr-0.001_latent-64_ode-64_gru-64
ode_rnn_dkt,5,10,c5_v10_irregular_epochs-1500_lr-0.001_latent-64_ode-64_gru-64,41,56,0.5046866834163666,0.7551275510204082,0.8251363783451346,0.512698323726654,0.750969387755102,0.8173442742257706,0.5153371930122376,0.7478367346938776,0.8150069372270824,/home/atiwari/Annealing_Experiment/SyntheticDKTResults/ODE_RNN_Results_Irregular_96/c5_v10_irregular_epochs-1500_lr-0.001_latent-64_ode-64_gru-64
ode_rnn_dkt,5,11,c5_v11_irregular_epochs-1500_lr-0.001_latent-64_ode-64_gru-64,44,59,0.5018536698818207,0.7469005102040817,0.8249746517362181,0.5140883183479309,0.7391836734693877,0.814052998084886,0.5156123542785644,0.740234693877551,0.8142940921368114,/home/atiwari/Annealing_Experiment/SyntheticDKTResults/ODE_RNN_Results_Irregular_96/c5_v11_irregular_epochs-1500_lr-0.001_latent-64_ode-64_gru-64
ode_rnn_dkt,5,12,c5_v12_irregular_epochs-1500_lr-0.001_latent-64_ode-64_gru-64,45,60,0.48100035786628725,0.7612882653061225,0.8369094906374391,0.4974026155471802,0.752295918367347,0.8237072673527108,0.5003524577617645,0.7521530612244898,0.8207660435444278,/home/atiwari/Annealing_Experiment/SyntheticDKTResults/ODE_RNN_Results_Irregular_96/c5_v12_irregular_epochs-1500_lr-0.001_latent-64_ode-64_gru-64
ode_rnn_dkt,5,13,c5_v13_irregular_epochs-1500_lr-0.001_latent-64_ode-64_gru-64,33,48,0.5098169147968292,0.7454464285714286,0.8203070317916161,0.5231859993934631,0.7365306122448979,0.8106536700517422,0.5211958975791932,0.7416530612244898,0.8132259697825214,/home/atiwari/Annealing_Experiment/SyntheticDKTResults/ODE_RNN_Results_Irregular_96/c5_v13_irregular_epochs-1500_lr-0.001_latent-64_ode-64_gru-64
ode_rnn_dkt,5,14,c5_v14_irregular_epochs-1500_lr-0.001_latent-64_ode-64_gru-64,40,55,0.4966555905342102,0.7558801020408163,0.830392595687101,0.5167785573005677,0.7448469387755102,0.812421199826896,0.5086746683120728,0.7491836734693877,0.8209116151216672,/home/atiwari/Annealing_Experiment/SyntheticDKTResults/ODE_RNN_Results_Irregular_96/c5_v14_irregular_epochs-1500_lr-0.001_latent-64_ode-64_gru-64
ode_rnn_dkt,5,15,c5_v15_irregular_epochs-1500_lr-0.001_latent-64_ode-64_gru-64,44,59,0.48774633288383484,0.7559438775510204,0.8306422313773882,0.5030055928230286,0.7484183673469388,0.8184089474616425,0.5058398160934449,0.7447755102040816,0.8154893863903923,/home/atiwari/Annealing_Experiment/SyntheticDKTResults/ODE_RNN_Results_Irregular_96/c5_v15_irregular_epochs-1500_lr-0.001_latent-64_ode-64_gru-64
ode_rnn_dkt,5,16,c5_v16_irregular_epochs-1500_lr-0.001_latent-64_ode-64_gru-64,66,81,0.4912006437778473,0.7622959183673469,0.8323507061280552,0.5178746378421784,0.7455102040816326,0.8083114701387624,0.5106277070045471,0.7519897959183673,0.8157885403745219,/home/atiwari/Annealing_Experiment/SyntheticDKTResults/ODE_RNN_Results_Irregular_96/c5_v16_irregular_epochs-1500_lr-0.001_latent-64_ode-64_gru-64
ode_rnn_dkt,5,17,c5_v17_irregular_epochs-1500_lr-0.001_latent-64_ode-64_gru-64,67,82,0.4798231530189514,0.7607142857142857,0.840854965934106,0.5025380086898804,0.7526530612244898,0.8264244862993351,0.5162776699066162,0.7405612244897959,0.8136289537189706,/home/atiwari/Annealing_Experiment/SyntheticDKTResults/ODE_RNN_Results_Irregular_96/c5_v17_irregular_epochs-1500_lr-0.001_latent-64_ode-64_gru-64
ode_rnn_dkt,5,18,c5_v18_irregular_epochs-1500_lr-0.001_latent-64_ode-64_gru-64,50,65,0.49420674443244933,0.7562627551020408,0.8334317358669863,0.5207150280475616,0.7423469387755102,0.8116877591115962,0.5239914679527282,0.738938775510204,0.8109384968475022,/home/atiwari/Annealing_Experiment/SyntheticDKTResults/ODE_RNN_Results_Irregular_96/c5_v18_irregular_epochs-1500_lr-0.001_latent-64_ode-64_gru-64
ode_rnn_dkt,5,19,c5_v19_irregular_epochs-1500_lr-0.001_latent-64_ode-64_gru-64,57,72,0.48995235323905945,0.7570280612244898,0.8351997562959347,0.5225488471984864,0.74,0.812580477542147,0.5189497804641724,0.7417755102040816,0.8139618303747829,/home/atiwari/Annealing_Experiment/SyntheticDKTResults/ODE_RNN_Results_Irregular_96/c5_v19_irregular_epochs-1500_lr-0.001_latent-64_ode-64_gru-64
