model,concepts,version,label,best_epoch,epochs_completed,best_train_loss,best_train_accuracy,best_train_auc,best_val_loss,best_val_accuracy,best_val_auc,test_loss,test_accuracy,test_auc,save_dir
ode_rnn_dkt,2,0,c2_v00_irregular_epochs-1500_lr-0.001_latent-64_ode-64_gru-64,46,61,0.40308568835258485,0.8115178571428572,0.8757083826813322,0.41653849482536315,0.8011734693877551,0.8679745787193067,0.41037025427818297,0.8072857142857143,0.8726034015461643,/home/atiwari/Annealing_Experiment/SyntheticDKTResults/ODE_RNN_Results_Irregular_96/c2_v00_irregular_epochs-1500_lr-0.001_latent-64_ode-64_gru-64
ode_rnn_dkt,2,1,c2_v01_irregular_epochs-1500_lr-0.001_latent-64_ode-64_gru-64,44,59,0.39560301303863527,0.8157270408163265,0.8824486448669662,0.4027834904193878,0.8095918367346939,0.874820266314131,0.41074004220962523,0.8072142857142857,0.8732101313855737,/home/atiwari/Annealing_Experiment/SyntheticDKTResults/ODE_RNN_Results_Irregular_96/c2_v01_irregular_epochs-1500_lr-0.001_latent-64_ode-64_gru-64
ode_rnn_dkt,2,2,c2_v02_irregular_epochs-1500_lr-0.001_latent-64_ode-64_gru-64,53,68,0.41699955344200135,0.8017602040816326,0.874599668517986,0.4154963672161102,0.8036734693877551,0.8741092677209807,0.4271141846179962,0.7975102040816326,0.8660965102646195,/home/atiwari/Annealing_Experiment/SyntheticDKTResults/ODE_RNN_Results_Irregular_96/c2_v02_irregular_epochs-1500_lr-0.001_latent-64_ode-64_gru-64
ode_rnn_dkt,2,3,c2_v03_irregular_epochs-1500_lr-0.001_latent-64_ode-64_gru-64,35,50,0.41670011639595034,0.8051147959183673,0.8672205480726165,0.41526376843452456,0.8087755102040817,0.864583355271425,0.41871464443206785,0.8040714285714285,0.863432080194028,/home/atiwari/Annealing_Experiment/SyntheticDKTResults/ODE_RNN_Results_Irregular_96/c2_v03_irregular_epochs-1500_lr-0.001_latent-64_ode-64_gru-64
ode_rnn_dkt,2,4,c2_v04_irregular_epochs-1500_lr-0.001_latent-64_ode-64_gru-64,38,53,0.40295154094696045,0.8098724489795919,0.8783283606964467,0.41413243412971495,0.8028061224489796,0.8751980075024488,0.41286702966690064,0.8035204081632653,0.8724539900566559,/home/atiwari/Annealing_Experiment/SyntheticDKTResults/ODE_RNN_Results_Irregular_96/c2_v04_irregular_epochs-1500_lr-0.001_latent-64_ode-64_gru-64
ode_rnn_dkt,2,5,c2_v05_irregular_epochs-1500_lr-0.001_latent-64_ode-64_gru-64,49,64,0.4038768208026886,0.8087117346938776,0.8759154952918048,0.39848489880561827,0.8114285714285714,0.8761394931147517,0.4060055963993073,0.8072448979591836,0.8722595020946781,/home/atiwari/Annealing_Experiment/SyntheticDKTResults/ODE_RNN_Results_Irregular_96/c2_v05_irregular_epochs-1500_lr-0.001_latent-64_ode-64_gru-64
ode_rnn_dkt,2,6,c2_v06_irregular_epochs-1500_lr-0.001_latent-64_ode-64_gru-64,32,47,0.4160949528217316,0.802155612244898,0.8744514622401591,0.44134429693222044,0.787704081632653,0.8589324708932954,0.43547081732749937,0.7916938775510204,0.8642994188909008,/home/atiwari/Annealing_Experiment/SyntheticDKTResults/ODE_RNN_Results_Irregular_96/c2_v06_irregular_epochs-1500_lr-0.001_latent-64_ode-64_gru-64
ode_rnn_dkt,2,7,c2_v07_irregular_epochs-1500_lr-0.001_latent-64_ode-64_gru-64,30,45,0.4197134459018707,0.8065943877551021,0.8731451547377013,0.4247132897377014,0.8052551020408163,0.871043727631799,0.42525461864471437,0.8028469387755102,0.867889291687006,/home/atiwari/Annealing_Experiment/SyntheticDKTResults/ODE_RNN_Results_Irregular_96/c2_v07_irregular_epochs-1500_lr-0.001_latent-64_ode-64_gru-64
ode_rnn_dkt,2,8,c2_v08_irregular_epochs-1500_lr-0.001_latent-64_ode-64_gru-64,42,57,0.41448225140571593,0.8024617346938776,0.8745728341178427,0.407705225944519,0.8100510204081632,0.8767450604444536,0.41772503685951234,0.8011632653061225,0.8704070719908277,/home/atiwari/Annealing_Experiment/SyntheticDKTResults/ODE_RNN_Results_Irregular_96/c2_v08_irregular_epochs-1500_lr-0.001_latent-64_ode-64_gru-64
ode_rnn_dkt,2,9,c2_v09_irregular_epochs-1500_lr-0.001_latent-64_ode-64_gru-64,42,57,0.39882630705833433,0.8119770408163265,0.8809196214688096,0.4170798909664154,0.7996938775510204,0.8709253002769437,0.4103874156475067,0.8059285714285714,0.8743112315190876,/home/atiwari/Annealing_Experiment/SyntheticDKTResults/ODE_RNN_Results_Irregular_96/c2_v09_irregular_epochs-1500_lr-0.001_latent-64_ode-64_gru-64
